Expr1,month,year,RB5 ChlA,RB5 Cond,RB5 DO,RB5 NH4,RB5 NO2,RB5 NO3,RB5 pH,RB5 PP,RB5 PSiO2,RB5 SD,RB5 SRP,RB5 SRSi,RB5 SURP,RB5 Temp,RB5 TON,RB5 TP,RB5 TSi,RB5 TSP,Sl8 ChlA,Sl8 Cond,Sl8 DO,Sl8 NH4,Sl8 NO2,Sl8 NO3,Sl8 pH,Sl8 PP,Sl8 PSiO2,Sl8 SD,Sl8 SRP,Sl8 SRSi,Sl8 SURP,Sl8 Temp,Sl8 TON,Sl8 TP,Sl8 TSi,Sl8 TSP,Sl8 TSSiO2,Uns ChlA,Uns NO3,Uns SRP,Uns SRSi,Uns TP
1/10/1991,,,,,,,,,,,,,,,,,,,,,60.6,,,,0.01,0.06,,189.2,,,13.1,4.81,9.1,,0.07,211.4,,22.2,,60.6,0.35,11.3,4.81,211.4
22/10/1991,,,,,,,,,,,,,,,,,,,,,41.9,,,,0.01,0.06,,23.3,,,24.3,0.44,18.2,,0.07,65.8,,42.5,,41.9,0.06,24.3,0.44,65.8
5/11/1991,,,,,,,,,,,,,,,,,,,,,13.7,,,,0.01,0.24,,64.3,,,8.6,8,20.2,,0.25,93.1,,28.8,,13.7,0.24,8.6,8,93.1
18/11/1991,,,,,,,,,,,,,,,,,,,,,24.8,,,,0,0.08,,16.9,,,16.3,0.75,16.3,,0.08,49.5,,32.6,,24.9,,16.3,0.75,49.5
28/11/1991,,,,,,,,,,,,,,,,,,,,,22.1,,,,0,0.1,,39.8,,,14.7,1.51,10.3,,0.1,64.8,,25,,22.1,,14.7,,64.8
9/1/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,
6/2/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,
11/2/1992,,,,,,,,,,,,,,,,,,,,,9.5,,,,,0.4,,18.2,,,6.3,1.38,8.9,3.5,,33.4,,15.2,,9.5,0.4,6.3,,33.4
12/2/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,
28/2/1992,,,,,,,,,,,,,,,,,,,,,15.1,,,,,0.22,,32.7,,,2.8,0.51,4.9,4.4,,40.4,,7.7,,15.1,0.22,2.8,,40.4
29/2/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,
12/3/1992,,,,,,,,,,,,,,,,,,,,,8.9,,,,,0.32,,77.2,,,8.2,3.11,8.3,6,,93.7,,16.5,,8.9,0.32,8.2,3.11,93.7
26/3/1992,,,,,,,,,,,,,,,,,,,,,17,,,,,0.33,,51.3,,,9.7,2.03,6.3,5.5,,67.3,,16,,17,0.32,9.7,2.03,67.3
14/4/1992,,,,,,,,,,,,,,,,,,,,,20.7,,,,,0.23,,36.3,,,8.5,0.23,8.9,7.9,,53.7,,17.4,,20.7,0.23,8.5,0.23,53.7
22/4/1992,,,34.8,,,,,0.35,,33.3,,,10.4,0.36,11.2,8.5,,54.9,,21.6,34.8,,,,,0.33,,36.8,,,3.3,0.42,12.5,8.5,,52.6,,15.8,,,,,,
23/4/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.36,54.9
24/4/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,0.35,,,
4/5/1992,,,,,,,,0.12,,36.2,,0.75,4,0.5,7.6,9.9,,47.8,,11.6,36.8,,,,,0.19,,44.8,,,1.6,0.83,7.7,9.9,,54.1,,9.3,,36.8,0.12,4,0.5,47.8
14/5/1992,,,47.4,,,,,0.19,,39.7,,,4.8,0.46,16.4,12.6,,60.9,,21.2,44.4,,,,,0.19,,49.5,,,8.2,0.52,5.8,12.6,,63.5,,14,,44.4,0.19,4.8,0.46,60.9
15/6/1992,,,93.5,,,,,0.1,,68.2,,,5.3,2.89,17.6,17.4,,91.1,,22.9,159.2,,,,,0.09,,102,,,7.6,2.86,16,17.4,,125.6,,23.6,,,0.1,5.3,2.89,91.1
16/6/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,,,,
2/7/1992,,,28.35,,,,,,,91.6,,1.17,6.3,5.2,33.45,14.9,,131.35,,39.75,26.4,,,,,,,82.3,,1.2,18.2,5.32,31.4,15.6,,131.9,,49.6,,28,0.14,11.6,5.33,136.4
9/7/1992,,,20.2,,,,,0.07,,36.5,,2,107.3,5.6,25.8,17.6,,169.6,,133.1,91.1,,,,,0.06,,169.6,,,104.3,5.6,26.7,17.6,,300.6,,131,,22.2,0.07,107.3,5.6,169.6
16/7/1992,,,51.8,,,,,0.3,,42.7,,1.65,88.6,6.34,25.8,16.1,,161.9,,114.4,9.7,,,,,0.28,,18.3,,,94.1,6.38,21.4,15.7,,133.8,,115.5,,23.2,0.3,88.6,6.68,157.1
24/7/1992,,,92,,,,,0.03,,92.2,,0.97,60.6,7.7,19.5,16.4,,172.3,,80.1,96.3,,,,,0.02,,115.9,,0.7,46.5,7.25,19.5,16.4,,181.9,,66,,92,0.03,60.6,7.7,172.3
29/7/1992,,,68.25,,,,,0.05,,76.5,,0.92,41.8,8.38,30.7,15.6,,131.3,,72.5,55.5,,,,,0.06,,53.6,,1.1,41.2,7.91,25.4,15.7,,120.2,,66.6,,82,0.05,41.8,8.43,149
7/8/1992,,,53.9,,,,,0.01,,54.7,,1.33,41.6,9.51,15.5,15,,111.8,,57.1,87,,,,,0.01,,108.8,,,38.3,9.3,20,15,,167.1,,58.3,,53.9,0.01,41.6,9.51,111.8
12/8/1992,,,80.2,,,,,0.03,,41.1,,1.5,31.1,9.74,23.6,14.7,,159.05,,54.7,36.5,,,,,0.01,,53.9,,,32,9.64,20.8,15,,106.7,,52.8,,22.4,0.02,31.1,10.02,95.8
19/8/1992,,,45.5,,,,,0.01,,66.5,,1.14,31.9,10.83,20.9,14.5,,119.3,,52.8,53.3,,,,,0,,81.8,,1.1,29.2,10.65,22,15,,133,,51.2,,45.5,0.01,31.9,10.83,119.3
27/8/1992,,,55,,,,,0,,84.7,,0.85,29.1,10.96,17.6,13.8,,123.9,,46.7,58.3,,,,,0.01,,88.2,,0.75,29.1,11,17,13.3,,134.3,,46.1,,55.4,0,29.1,11.18,131.4
2/9/1992,,,63.3,,,,,0.02,,44.1,,0.8,36.3,11.06,39.2,11.9,,119.6,,75.5,58.5,,,,,0.03,,76.4,,0.75,18.1,10.83,19.4,11.7,,113.9,,37.5,,63.3,0.02,36.3,11.06,119.6
9/9/1992,,,62,,,,,0.01,,79.3,,0.78,16.5,10.17,20.7,11.4,,116.5,,37.2,54.3,,,,,0.01,,74.8,,,21.9,9.81,17.3,11.1,,114,,39.2,,62,0.01,16.5,10.17,116.5
17/9/1992,,,92.5,,,,,0.06,,69.7,,0.75,2,6.36,14.2,11.6,,85.9,,16.2,86.5,,,,,0.06,,68.6,,0.8,4.9,6.92,11.8,11.7,,85.3,,16.7,,92.5,0.06,2,6.36,85.9
23/9/1992,,,80.15,,,,,0.01,,49.9,,0.85,11.3,3.8,12.4,12.4,,66.2,,23.7,76.6,,,,,0.03,,37.8,,0.9,4.8,3.3,15.3,12.6,,57.9,,20.1,,85,0,11.3,3.59,73.6
30/9/1992,,,26.3,,,,,0.1,,36.1,,1.28,6.1,2.94,14,11.9,,56.2,,20.1,32.7,,,,,0.09,,38.7,,,6.3,3.09,10.5,12.3,,55.5,,16.8,,26.3,0.1,6.1,2.94,56.2
7/10/1992,,,5.7,,,,,0.03,,12.1,,2.75,25.3,3.9,15.1,11,,46.7,,40.4,6.9,,,,,0.07,,11.2,,,27.1,4.05,9,10.5,,47.3,,36.1,,6.6,0.03,25.3,4.07,52.5
13/10/1992,,,7.6,,,,,0.03,,8.4,,3.11,32.2,4.65,8.3,9.4,,48.9,,40.5,8.5,,,,,0.15,,5.4,,,25,4.6,12.1,9.1,,42.5,,37.1,,7.6,0.03,32.2,4.65,48.9
21/10/1992,,,11.4,,,,,0.17,,8.5,,2.75,18.5,5.12,17.1,7,,44.1,,35.6,13.9,,,,,0.18,,10.8,,,14.7,4.3,12.3,6.6,,37.8,,27,,11.4,0.17,18.5,5.12,44.1
30/10/1992,,,22.2,,,,,,,,,2.6,,5.58,,4.6,,55.6,,,27.8,,,,,,,,,,,4.9,,4.5,,59.4,,,,,0.06,,5.58,55.6
31/10/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,
4/11/1992,,,24.1,,,,,,,,,2.1,,5.74,,5.2,,53,,,17.6,,,,,,,,,,,7.87,,5.3,,57.4,,,,24.1,0.05,17.6,5.74,50
12/11/1992,,,22.5,,,,,,,,,2.2,,,,5.7,,,,,36.3,,,,,,,,,,,,,5.5,,,,,,22.5,,19.1,,49.1
20/11/1992,,,21.5,,,,,,,,,1.9,,,,3.3,,,,,24.2,,,,,,,,,,,,,3.6,,,,,,21.5,,17.1,,53.3
26/11/1992,,,22.7,,,,,,,,,1.8,,,,4,,,,,18.8,,,,,,,,,,,,,4,,,,,,22.7,,,,
3/12/1992,,,17.8,,,,,,,17.9,,1.82,17.6,,14.5,4,,50,,32.1,11.1,,,,,,,20.7,,,16.1,,13,3.7,,49.8,,29.1,,17.8,0.05,17.6,,50
8/12/1992,,,17.3,,,,,,,11.2,,1.74,17.6,,13.9,2.7,,42.7,,31.5,11.2,,,,,,,8.5,,,16.5,,12.1,2.9,,37.1,,28.6,,17.3,0.04,17.6,,42.7
15/12/1992,,,16,,,,,,,26.8,,1.3,14.6,6.92,12.8,4.7,,54.2,,27.4,13.9,,,,,,,16.4,,,13.2,6.85,10,6.2,,39.6,,23.2,,16,0.05,14.6,6.92,54.2
22/12/1992,,,,,,,,,,,,,,,,1.9,,,,,11.6,,,,,,,14.3,,,17.2,7.18,9.4,1.7,,40.9,,26.6,,7.4,0.04,17.2,7.18,40.9
7/1/1993,,,,,,,,,,,,,,,,,,,,,13.5,264,107,,,,7.25,12.5,,,10.9,7.07,14.8,3.6,,38.2,,25.7,,12.9,,11.9,7.07,38.4
15/1/1993,,,,,,,,,,,,,,,,,,,,,19.1,260,,,,,7.56,30,,,13,6.86,9.8,3.8,,52.8,,22.8,,19.1,,13,6.86,52.8
21/1/1993,,,,,,,,,,,,,,,,,,,,,16.9,241,,,,,7.25,44.6,,,21.2,6.59,10.8,4.4,,76.6,,32,,16.9,,21.2,6.59,76.6
28/1/1993,,,15.2,,82.75,,,,7.81,28.4,,0.87,23.25,6.48,15.3,3.05,,66.95,,38.55,14.2,,85.6,,,,7.81,26.4,,0.79,19.3,6.49,8.3,2.5,,54,,27.6,,15.5,,24.1,6.48,67.7
5/2/1993,,,15.4,232,96.2,,,,7.81,29.9,,0.98,18.9,6.17,8.8,4.3,,57.6,,27.7,13.7,228,101.4,,,,7.75,21.1,,,16.4,6.81,7.5,4.7,,45,,23.9,,15.4,,18.9,6.17,57.6
12/2/1993,,,19.85,225,106,,,,7.8,21.8,,1.51,11.95,5.86,8.65,4.9,,42.4,,20.6,19.4,230,109.4,,,,7.77,16.3,,,16.3,5.73,6.9,4.7,,39.5,,23.2,,21,,12.1,5.86,44.6
18/2/1993,,,28.8,229,98.6,,,,7.96,30.6,,1.42,7.2,4.96,6,5.5,,43.8,,13.2,28.1,240,114.2,,,,7.98,30.6,,1.42,7.2,4.96,6,5.7,,43.8,,13.2,,28.8,,7.2,4.96,43.8
26/2/1993,,,49.4,231,100.5,,,,8.36,31.85,,1.24,1.25,2.21,9.65,4.3,,42.75,,10.9,44.2,239,109,,,,8.27,32,,1.2,2.7,2.75,8.7,4,,43.4,,11.4,,48.9,,1.3,2.29,46.5
4/3/1993,,,,,,,,,,,,,,,,,,,,,64,230,107.1,,,,8.71,51.4,,,7,0.31,2.6,1.7,,61,,9.6,,61.5,,8.4,0.31,57.6
12/3/1993,,,23.65,244,114.85,,,,8.82,18.45,,1.69,3.05,0.12,7.1,4,,28.6,,10.15,28,235,114.7,,,,8.79,16.5,,,3.1,0.08,5.9,3.8,,25.5,,9,,25.2,,4.8,0.17,30.3
18/3/1993,,,,,,,,,,,,,,,,,,,,,39.2,248,101,,,,7.55,65.8,,,6.8,0.52,5.5,5.9,,78.1,,12.3,,34.8,,6.4,0.52,43.6
25/3/1993,,,,,,,,,,,,,,,,,,,,,21.5,251,105,,,,7.56,18.9,,,1.8,0.71,6.2,6.8,,26.9,,8,,21.5,,2.1,0.71,23.8
1/4/1993,,,34.1,243.5,100,,,,7.7,26.9,,1.36,1.2,0.33,7.2,6.3,,35.3,,8.4,33.2,242,102,,,,7.74,25.3,,,1.2,0.34,6.3,6.1,,32.8,,7.5,,37.9,,1.2,0.36,38.4
7/4/1993,,,34.2,240,106,,,,7.8,36.3,,1.03,1,0.18,7.2,7.2,,44.5,,8.2,36.4,241,102,,,,7.6,44.2,,,1.1,0.18,5.5,7.2,,50.8,,6.6,,34.2,,1,0.18,44.5
14/4/1993,,,32.8,236.5,105,,,,7.46,24.65,,1.27,1.15,0.4,5.25,7.1,,31.05,,6.4,33.7,234,103,,,,7.54,27.3,,1.15,0.6,0.4,4.4,7.5,,32.3,,5,,37.4,,1,0.56,35.5
22/4/1993,,,28.8,256,102,,,,7.6,50.6,,1.46,1.4,0.56,4.8,8.5,,56.8,,6.2,27.8,242,105,,,,7.32,29.8,,,0.9,0.53,6.3,9.2,,37,,7.2,,28.8,,1.4,0.56,56.8
29/4/1993,,,14.6,241,111,,,,6.98,22.6,,1.49,1,0.99,4.8,10.9,,28.4,,5.8,16.7,233,107,,,,6.86,27,,,0.8,0.73,4.2,10.1,,32,,5,,14.6,,1,0.99,28.4
5/5/1993,,,10.45,255.5,111,,,,7.52,16.4,,1.94,2,0.5,5.15,11.6,,23.55,,7.15,6,235,105,,,,7.67,10.2,,1.22,2.6,0.8,5.6,11.5,,18.4,,8.2,,12,,1.9,0.9,23.3
12/5/1993,,,9.4,247,102,,,,7.24,18.3,,2.02,1.7,1.11,12.6,11.9,,32.6,,14.3,10.5,237,101,,,,7.44,22.4,,,2.7,1.04,10.2,11.5,,35.3,,12.9,,9.4,,1.7,1.11,32.6
20/5/1993,,,18.9,240,98.95,,,,7.76,19.65,1.15,2.37,1.7,1.38,12.3,10.45,,33.65,2.53,14,16.2,250,97.4,,,,7.57,43.2,,,2.6,1.43,10.2,10.2,,56,,12.8,,21.8,,1.8,1.48,41.4
27/5/1993,,,16.5,240,106.7,,,,7.56,17,,2.1,3.2,1.72,12.2,10.5,,32.4,,15.4,14.9,241,112.2,,,,7.71,14.6,,,3,1.68,11.2,10.6,,28.8,,14.2,,16.5,,3.2,1.72,32.4
3/6/1993,,,10.15,240.5,103.05,,,,7.65,12.35,,2.55,0.65,1.56,15.05,10.85,,28.05,,15.7,9.7,241,103.1,,,,7.49,25.4,,1.41,0.3,1.74,16.4,11.1,,42.1,,16.7,,11.2,,0.6,1.66,31.6
10/6/1993,,,13.4,236,104,,,,7.83,13.7,1.09,2.88,4.1,1.9,15.6,14.7,,33.4,2.99,19.7,10.9,246,105.6,,,,7.32,12.8,0.84,,6.6,2.02,11.3,13.8,,30.7,2.86,17.9,,13.4,,4.1,1.9,33.4
17/6/1993,,,12.4,247,100.75,,,,7.9,23.15,0.57,2.21,2.2,1.69,11.3,14.55,,36.65,2.26,13.5,12.9,245,106.4,,,,8.15,11.8,0.21,,3.1,1.73,10.3,14.4,,25.2,1.94,13.4,,13.4,,2.3,1.84,40.3
24/6/1993,,,13.5,245,109.3,,,,8.38,9.2,1.15,2.75,1.9,1.27,10.1,14.8,,21.2,2.42,12,11.7,242,108.9,,,,8.38,7.1,1.03,,2,1.23,10.6,13.6,,19.7,2.26,12.6,,13.5,,1.9,1.27,21.2
1/7/1993,,,13.6,249,105.4,,,,8.22,10.4,0.67,2.23,1.3,0.86,10.6,17.1,,22.3,1.53,11.9,14.9,250,112,,,,8.07,12.6,0.99,,2.2,0.93,10,17,,24.8,1.92,12.2,,13.6,,1.3,0.86,22.3
8/7/1993,,,21,251,101.9,,,,8.13,20.7,1.75,1.73,2.4,0.92,11.8,14.9,,34.9,2.67,14.2,16.8,262,96.3,,,,8.16,19.8,1.55,,2.8,0.69,10.8,14.5,,33.4,2.24,13.6,,21,,2.4,0.92,34.9
15/7/1993,,,28.7,249,98.4,,,,8.34,27.7,1.86,2.04,3,0.77,12.3,14.2,,43,2.63,15.3,25.1,241,101.4,,,,8.35,20.8,1.62,,2.6,0.71,11.4,14.2,,34.8,2.33,14,,28.7,,3,0.77,43
22/7/1993,,,32.9,249,112.4,,,,8.57,32.5,1.66,1.17,1.15,0.84,14.3,15.85,,47.95,2.5,15.45,28.2,249,115.8,,,,8.72,26.7,1.47,,0.8,1.23,14.5,15.6,,42,2.7,15.3,,37,,0.8,1.01,47.9
29/7/1993,,,45.2,248,105,,,,8.69,42.9,1.4,1.27,1.2,1.14,14,15.6,,58.1,2.54,15.2,47.1,246,105.6,,,,8.76,41.2,1.36,0.78,1.2,1.1,14.4,15.8,,56.8,2.46,15.6,,45.2,,1.2,1.14,58.1
4/8/1993,,,61.55,240.5,104.55,,,,8.78,64.8,1.94,1.02,1.25,1.14,14.3,14.95,,80.35,3.08,15.55,53.8,241,104.4,,,,8.76,49.6,1.7,,1.1,1.22,13.5,14.7,,64.2,2.92,14.6,,62.3,,1.1,1.34,76.3
12/8/1993,,,60.7,250,84.4,,,,8.87,58.9,1.47,1.21,2.6,1.82,11.9,14.2,,73.4,3.29,14.5,62.8,246,112.9,,,,8.79,53,1.52,,2.5,1.59,11.9,14.4,,67.4,3.11,14.4,,60.7,,2.6,1.82,73.4
19/8/1993,,,59.15,241,118.5,,,,8.77,62.65,1.92,0.97,3.7,1.62,16.65,14.5,,83,3.54,20.35,59.4,242,122,,,,8.81,61.7,1.82,1.08,3.4,1.88,16.8,14.5,,81.9,3.7,20.2,,61,,3.1,1.92,87.2
26/8/1993,,,69.6,240,74.2,,,,8.82,74.1,2.52,0.95,19.5,1.61,15.7,14.1,,109.3,4.13,35.2,60.9,249,82.8,,,,8.6,62.05,2.23,,10.9,1.36,18.8,13.8,,91.75,3.59,29.7,,69.6,,19.5,1.61,109.3
1/9/1993,,,56.5,244.5,120,,,,8.9,62.1,3.34,0.86,16.7,0.3,16.2,16.25,,95,3.64,32.9,57.2,252,118,,,,8.81,89.3,3.14,0.48,28.2,0.6,16.3,15.9,,133.8,3.7,44.5,,64.3,,29.4,0.37,124.4
9/9/1993,,,94.3,251,69.2,,,,8.32,107.3,0.27,0.88,66.6,8.96,18.3,12.9,,192.2,9.23,84.9,89.7,254,76.2,,,,8.42,85,4.05,,64.8,0.28,19.7,12.9,,169.5,4.33,84.5,,94.3,,66.6,0.27,192.2
15/9/1993,,,84,251,102,,,,8.1,,4.38,1.07,,0.34,,10.9,,,4.72,,69.2,251,115,,,,8.21,64.3,2.96,,34.2,0.2,29.9,10.5,,128.4,3.16,64.1,,84,,34.9,0.34,156.6
23/9/1993,,,54.1,251,,,,,8.25,47.2,1.78,1.55,37.2,0.13,15.3,13.5,,99.7,1.91,52.5,45.1,267,,,,,8.26,45.8,1.7,0.7,45.5,0.1,13.8,13.5,,105.1,1.8,59.3,,54.1,,37.2,0.13,99.7
30/9/1993,,,63.1,255,102.5,,,,8.43,62,2.19,1.14,25.6,0.3,13.4,11.1,,101,2.49,39,48.7,258,97,,,,8.48,57.8,1.74,0.5,42.2,0.72,4.6,10.8,,104.6,2.46,46.8,,68.3,,14.3,0.2,138
7/10/1993,,,,228,100,,,,7.06,78.1,3.1,1,9.3,1.53,15.6,10.4,,103,4.63,24.9,68.7,260,101,,,,7.47,63.9,2.11,,15.7,0.31,14.3,10.6,,93.9,2.42,30,,80.3,,9.3,1.53,103
20/10/1993,,,102.2,244,108,,,,8.27,63.3,3.48,0.96,4.1,0.74,15.7,6.6,,83.1,4.22,19.8,86.7,280,114,,,,8.05,62.9,3.51,,4.9,1.85,13.5,7.25,,81.3,5.36,18.4,,102.2,,4.1,0.74,83.1
4/11/1993,,,82.3,247,102,,,,7.77,50.2,2.81,1.19,3.65,0.25,11.95,7,,65.8,3.06,15.6,75.3,248,97,,,,7.71,46.6,2.89,,3.4,0.15,11.6,6.3,,61.6,3.04,15,,82.3,,3.65,0.25,65.8
18/11/1993,,,45.6,243,87.4,,,,7.43,35.8,2.32,1.55,4.7,1.56,13,4,,53.5,3.88,17.7,43.6,242,91,,,,7.51,34.5,2.57,0.38,3.9,1.08,13,3.7,,51.4,3.65,16.9,,45.6,,4.7,1.56,53.5
2/12/1993,,,60.5,239,102.4,,,,7.39,61.4,,1.16,2,,12.8,2.2,,76.2,5.41,14.8,55.7,275,115.9,,,,7.46,105.8,,,10.4,,12.5,4.3,,128.7,11.49,22.9,,60.5,,2,,76.2
15/12/1993,,,52.2,235,105,,,,7.33,51.4,3.58,0.89,7,2.01,12.8,1.8,,71.2,5.59,19.8,50.4,236,109,,,,7.36,56.9,3.52,1,6.4,2.17,13.3,1.8,,76.6,5.69,19.7,,52.2,,7,2.01,71.2
7/1/1994,,,,,,,,,,,,,,,,,,,,,19.3,249,112,,,,7.16,22.1,1.15,,3.7,3.03,25.9,0.8,,51.7,4.18,29.6,,14.3,,3.7,3.03,51.7
20/1/1994,,,32.5,252,93,,,,7.22,55.2,2.14,1.3,58.5,3.41,9.4,1.8,,123.1,5.55,67.9,28.3,275,91,,,,6.82,31.3,1.58,,14.7,3.99,10.2,2.7,,56.2,5.57,24.9,,32.5,,58.5,3.41,123.1
3/2/1994,,,52.4,,,,,,,114.4,5.79,,19.2,3.78,3.4,,,137,9.57,22.6,49.6,230,99,,,,7.44,51.3,2.88,,14.8,2.98,5.4,2.1,,71.5,5.86,20.2,,52.4,,,3.78,
4/2/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,137
17/2/1994,,,,,,,,,,,,,,,,,,,,,65.5,240,117,,,,8.23,52.3,4.43,,4.2,1.57,9.2,1.4,,65.7,6,13.4,,70.3,,,1.57,
18/2/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,65.7
2/3/1994,,,,,,,,,,,,,,,,,,,,,97.8,253,120,,,,8.2,56.6,6.02,,3.8,0.17,9.4,2.4,,69.8,6.19,13.2,,72.3,,3.8,0.17,69.8
9/3/1994,,,,,,,,,,,,,,,,,,,,,93.7,239,125,,,,7.8,73.8,5.74,,5.1,0.71,11.9,4.4,,90.8,6.45,17,,66.1,,5.1,0.71,90.8
16/3/1994,,,,,,,,,,,,,,,,,,,,,82.4,243,109,0.02,,2.33,7.34,76.2,5.5,,5.5,1.46,10.2,3.5,,91.9,6.96,15.7,,72.2,2.36,5.5,1.46,91.9
22/3/1994,,,,,,,,,,,,,,,,,,,,,84,242,101,0.02,,2.11,7.89,58.8,4.56,,4,0.13,10.2,6.5,,73,4.69,14.2,,63,2.26,4,0.13,73
30/3/1994,,,,,,,,,,,,,,,,,,,,,84.3,254,93,0.05,,2.12,7.13,40.2,2.91,,2.6,0.07,10.4,5.5,,53.2,2.98,13,,84.3,2.1,2.6,0.07,53.2
5/4/1994,,,73.1,249,90,0.02,,2.1,7.91,42.5,3.6,0.9,5,0.09,5,5.5,,52.5,3.69,10,61.2,245,102,,,,8.04,,,,,,,6,,,,,,73.1,2.1,5,0.09,52.5
12/4/1994,,,79.3,243,99,0.04,,1.9,7.2,38.6,2.68,1.08,4.6,0.07,9,5.7,,52.2,2.75,13.6,61.1,256,102,0.03,,2.17,8.6,32.5,1.94,1.11,1.1,1.05,9.8,6.6,,43.4,2.99,10.9,,79.3,1.9,4.6,0.07,52.2
18/4/1994,,,63.3,271,100,0.02,,1.89,8.35,39.7,2.64,1.03,2.5,0.05,8.3,7.5,,50.5,2.69,10.8,57.9,277.5,96.5,0.02,,2.02,8.4,35.9,2.25,0.96,2.1,0.46,8.6,7.25,,46.6,2.71,10.7,,,,,0.05,
19/4/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,1.89,2.5,,50.5
26/4/1994,,,,,,,,,,,,,,,,,,,,,61.5,244,114.4,0.02,,1.72,8.32,36.7,2.44,,2.1,0.09,10.1,7.4,,48.9,2.53,12.2,,62.2,2.03,2.1,0.09,48.9
3/5/1994,,,70.7,263,96,0.02,,1.5,8.1,43,2.47,1.04,1.9,0.04,10.8,9.8,,55.7,2.51,12.7,69.3,247,116,0.03,,1.5,8.1,39.6,2.5,0.98,1.2,0.07,12.3,9.6,,53.1,2.57,13.5,,70.7,1.5,1.9,0.04,55.7
10/5/1994,,,80.7,248,98,0.03,,1.4,7.9,35.9,2.4,0.92,2.3,0.03,9.8,11,,47.2,2.43,12.1,80.6,246,99,0.03,,1.4,8.3,35.6,2.41,0.7,1.7,0.03,9.7,10.5,,47,2.44,11.4,,80.7,1.4,2.3,0.03,47.2
17/5/1994,,,83.1,247,119,0.03,,1.2,8.56,42.5,2.58,0.95,2.2,0.05,6.4,10.8,,51.1,2.63,8.6,80.7,247,117.9,0.03,,1.2,8.47,37.1,2.33,0.95,0.5,0.03,8.5,11,,46.1,2.36,9,,83.1,1.2,2.2,0.05,51.1
24/5/1994,,,83.3,249,134,0.02,,0.74,8.73,39.7,2.26,0.74,1.1,0.11,7,11.2,,47.8,2.37,8.1,79.1,249,129.6,0.02,,0.74,8.6,38.4,2.12,0.67,1.3,0.09,6,10.5,,45.7,2.21,7.3,,83.3,0.74,1.1,0.11,47.8
31/5/1994,,,107.1,225,,0.03,,0.55,9,51.2,2.29,0.73,2.2,0.32,7.3,,,60.7,2.61,9.5,100.9,252,123,0.03,,0.6,8.45,53.4,2.38,,1.5,0.59,8.1,11.8,,63,2.97,9.6,,107.1,0.55,2.2,0.32,60.7
7/6/1994,,,130.2,262,118.4,0.02,,0.3,8.59,61.5,2.29,0.69,1.3,0.66,11.7,12.1,,74.5,2.95,13,127.3,253,115.5,0.02,,0.3,8.65,54.7,2.16,0.7,1.3,0.67,9.3,12,,65.3,2.83,10.6,,130.2,0.3,1.3,0.66,74.5
14/6/1994,,,155.5,250,109.4,0.04,,0.1,8.61,82.5,1.51,0.62,2.1,1.01,11.6,15,,96.2,2.52,13.7,144.3,258,118.6,,,,8.63,65.5,1.67,,0.6,1.01,11.3,15.3,,77.4,2.68,11.9,,155.5,0.05,2.1,1.01,96.2
21/6/1994,,,196.6,256,99,0.02,,0.1,8.63,95,1.05,0.5,2.2,1.54,9.3,13.5,,106.5,2.59,11.5,178.1,261,115,0.02,,0.1,8.1,98.9,0.99,,1.6,1.52,9.9,13.4,,110.4,2.51,11.5,,196.6,0.05,2.2,1.54,106.5
28/6/1994,,,207.3,258,102,0.04,,0.1,8.54,144.7,1.27,0.47,1.3,2.12,11.8,15.1,,157.8,3.39,13.1,204.4,271,113,0.05,,0.1,8.33,123.7,0.92,,1.1,2.19,12.1,16.5,,136.9,3.11,13.2,,207.3,0.05,1.3,2.12,157.8
5/7/1994,,,242.4,259,95,0.02,,0.1,8.58,170.3,1,0.47,3.9,2.8,9.4,15.5,,183.6,3.8,13.3,237.5,255,127,0.02,,0.1,9.1,165.4,1.21,0.43,1.8,2.92,11.5,16.4,,178.7,4.13,13.3,,242.4,0.05,3.9,2.8,183.6
12/7/1994,,,69.4,289,50,0.23,,0.1,7.14,116.4,0.9,0.8,46.5,4.28,29.1,17.5,,192,5.18,75.6,73.4,261,78,0.16,,0.1,7.37,112.5,0.82,0.85,34.2,4.08,28.3,17.6,,175,4.9,62.5,,69.4,0.05,46.5,4.28,192
